,SAMPN,RESTY,HHSIZ,HHLIC,INCOM_R,HHVEH_R
14808,3763300,2,1,1,2,1
14809,3763453,1,2,2,4,2
14810,3763525,1,1,1,2,1
14811,3763548,1,2,2,3,2
14812,3763558,1,1,1,1,1
14813,3763589,2,4,2,4,2
14814,3763631,1,2,2,4,2
14815,3763726,1,3,2,2,1
14816,3763841,2,1,1,2,2
14817,3763865,1,2,2,2,2
14818,3763983,2,1,1,1,2
14819,3763989,1,5,3,4,3
14820,3764001,2,2,2,4,2
14821,3764005,1,2,2,4,2
14822,3764055,2,5,1,3,1
14823,3764092,1,2,2,2,1
14824,3764104,1,1,1,9,1
14825,3764130,1,2,2,2,2
14826,3764186,2,1,1,4,0
14827,3764194,2,1,1,9,0
14828,3764197,1,2,2,4,2
14829,3764236,2,2,2,2,2
14830,3764256,1,2,2,2,2
14831,3764257,1,2,2,4,2
14832,3764269,1,2,2,4,2
14833,3764311,1,4,2,4,2
14834,3764444,1,2,2,1,1
14835,3764459,1,1,1,4,1
14836,3764474,1,4,4,2,3
14837,3764499,1,4,2,3,2
14838,3764504,1,1,1,1,0
14839,3764569,1,5,4,2,3
14840,3764588,1,1,0,1,0
14841,3764595,1,3,3,3,3
14842,3764630,1,2,2,2,3
14843,3764632,1,3,3,4,3
14844,3764637,1,2,2,1,2
14845,3764670,2,4,2,4,0
14846,3764704,1,2,2,2,2
14847,3764771,1,2,2,3,2
14848,3764830,1,4,2,4,3
14849,3764973,1,2,2,4,3
14850,3764999,2,1,1,4,2
14851,3765026,1,2,2,2,2
14852,3765044,2,1,1,1,1
14853,3765054,1,2,2,2,3
14854,3765060,1,1,1,4,3
14855,3765248,2,2,2,4,2
14856,3765304,2,1,1,2,1
14857,3765317,1,2,2,3,2
14858,3765355,1,3,3,4,3
14859,3765407,1,2,2,4,2
14860,3765574,1,1,1,1,1
14861,3765598,1,2,2,2,2
14862,3765617,1,3,3,4,3
14863,3765642,1,2,2,2,2
14864,3765710,1,5,2,9,2
14865,3765711,1,5,3,4,3
14866,3765743,1,2,2,4,2
14867,3765747,2,1,1,4,1
14868,3765860,1,2,2,2,1
14869,3765879,1,4,4,4,3
14870,3765886,1,1,1,2,1
14871,3765901,1,4,2,4,2
14872,3765907,1,2,2,2,2
14873,3765927,1,2,2,4,3
14874,3765940,1,2,2,2,2
14875,3765952,1,2,2,4,2
14876,3765974,1,2,2,2,1
14877,3765976,1,2,1,2,1
14878,3765991,1,2,2,2,2
14879,3766075,1,2,2,9,2
14880,3766094,1,2,2,4,3
14881,3766123,1,4,4,4,3
14882,3766134,1,4,2,4,1
14883,3766257,1,3,3,2,3
14884,3766335,1,1,1,3,1
14885,3766338,1,6,3,3,3
14886,3766346,1,4,2,1,2
14887,3766351,1,2,2,9,3
14888,3766418,2,4,1,1,1
14889,3766432,1,2,2,2,2
14890,3766439,1,3,3,3,3
14891,3766463,1,4,3,2,2
14892,3766508,2,1,1,2,1
14893,3766542,1,2,2,4,3
14894,3766596,1,3,3,4,3
14895,3766649,1,3,2,4,3
14896,3766654,1,1,1,2,1
14897,3766725,1,2,2,2,3
14898,3766726,1,2,2,4,1
14899,3766768,1,4,2,4,2
14900,3766779,1,3,2,4,2
14901,3766908,1,3,3,4,3
14902,3766911,1,3,2,4,2
14903,3766917,1,2,2,4,2
14904,3766945,1,2,1,2,1
14905,3767002,1,3,2,4,2
14906,3767232,1,2,2,4,2
14907,3767762,2,2,2,4,3
14908,3767907,2,1,1,4,0
14909,3768113,2,1,1,1,1
14910,3768301,2,2,1,2,0
14911,3768381,1,3,3,2,1
14912,3768813,2,1,1,9,0
14913,3769071,2,2,0,1,0
14914,3769533,2,2,2,4,1
14915,3769737,1,1,0,1,0
14916,3769902,1,5,2,3,2
14917,3770275,2,3,2,2,1
14918,3770284,2,2,2,4,1
14919,3770287,2,3,1,1,1
14920,3770425,2,1,1,2,0
14921,3770461,2,2,0,1,0
14922,3770512,2,2,1,4,1
14923,3770520,2,1,0,1,0
14924,3770540,2,2,1,3,0
14925,3770883,2,1,0,1,0
14926,3771153,2,1,1,2,1
14927,3771156,2,1,1,1,1
14928,3771267,2,4,2,4,1
14929,3771437,2,1,0,9,0
14930,3771468,2,2,2,4,1
14931,3771488,2,1,1,1,0
14932,3771777,2,3,2,3,2
14933,3771780,2,1,1,2,1
14934,3771998,1,6,5,4,3
14935,3772026,1,2,2,1,1
14936,3772045,2,3,1,4,1
14937,3772091,2,1,1,3,1
14938,3772171,2,2,1,3,1
14939,3772255,2,1,1,3,1
14940,3772291,2,4,2,4,2
14941,3772332,2,3,1,1,0
14942,3772373,2,4,1,3,1
14943,3772391,2,1,0,9,0
14944,3772438,1,4,2,3,1
14945,3772483,1,2,1,4,1
14946,3772742,2,4,2,9,2
14947,3772799,1,3,2,2,1
14948,3772831,2,3,0,1,0
14949,3772883,2,2,2,2,1
14950,3772889,1,4,2,2,2
14951,3773000,1,2,2,2,2
14952,3773085,1,1,0,1,0
14953,3773089,1,2,2,2,2
14954,3773090,1,1,1,1,1
14955,3773140,1,4,4,3,3
14956,3773188,1,2,2,2,2
14957,3773197,1,2,2,2,2
14958,3773219,1,3,3,4,2
14959,3773287,1,3,3,9,3
14960,3773360,1,3,3,4,3
14961,3773416,1,5,2,4,2
14962,3773429,1,2,2,4,2
14963,3773442,1,1,1,4,3
14964,3773463,1,4,2,3,2
14965,3773481,1,2,1,2,1
14966,3773501,1,1,1,4,1
14967,3773548,2,1,1,1,1
14968,3773593,1,2,2,2,2
14969,3773629,1,2,2,9,3
14970,3773813,2,2,2,2,1
14971,3773815,1,2,2,4,2
14972,3773862,1,5,3,4,2
14973,3773920,1,2,2,9,2
14974,3773926,1,2,2,2,2
14975,3773975,2,1,1,9,2
14976,3774193,1,4,2,2,2
14977,3774217,1,1,1,2,1
14978,3774229,1,4,2,4,1
14979,3774236,1,2,2,3,3
14980,3774332,1,2,2,4,3
14981,3774355,1,4,2,4,3
14982,3774378,2,1,0,1,0
14983,3774410,2,1,1,9,3
14984,3774431,1,1,1,1,1
14985,3774477,1,1,1,1,1
14986,3774525,1,4,2,2,3
14987,3774608,2,1,1,3,0
14988,3774626,1,2,2,3,2
14989,3774753,1,6,4,2,2
14990,3774773,1,2,2,4,3
14991,3774827,2,1,0,2,2
14992,3774998,1,3,2,2,2
14993,3775011,1,2,2,2,3
14994,3775032,2,3,2,1,1
14995,3775084,1,2,2,4,2
14996,3775128,1,1,1,2,1
14997,3775231,1,5,5,4,3
14998,3775252,1,2,2,2,2
14999,3775287,2,1,1,2,1
15000,3775613,1,2,2,3,2
15001,3775620,1,2,2,4,3
15002,3775655,2,1,1,2,2
15003,3775692,2,5,2,2,2
15004,3775729,2,1,1,2,0
15005,3775739,1,5,5,1,3
15006,3775756,1,3,2,4,3
15007,3775763,1,4,2,4,2
15008,3775831,1,3,3,2,3
15009,3775872,2,2,1,2,1
15010,3775925,1,2,2,4,3
15011,3775932,1,4,2,3,3
15012,3776014,1,7,2,2,2
15013,3776068,2,2,0,1,0
15014,3776090,2,2,1,1,0
15015,3776113,1,2,1,2,1
15016,3776116,2,1,1,1,0
15017,3776157,2,4,2,2,1
15018,3776175,1,8,0,1,0
15019,3776230,2,3,2,3,1
15020,3776315,1,6,4,4,3
15021,3776318,2,1,0,1,0
15022,3776325,1,2,2,9,2
15023,3776460,2,1,1,4,1
15024,3776529,2,2,2,2,1
15025,3776584,2,1,0,1,0
15026,3776658,1,2,2,2,2
15027,3776873,2,1,1,2,1
15028,3776886,1,1,1,1,0
15029,3776902,2,1,1,2,1
15030,3776932,2,1,1,4,0
15031,3776992,2,4,2,4,1
15032,3777007,1,2,2,2,0
15033,3777017,1,2,2,4,2
15034,3777067,2,1,1,9,0
15035,3777128,1,2,2,9,2
15036,3777151,2,1,0,4,0
15037,3777190,2,1,1,2,0
15038,3777481,1,3,2,4,3
15039,3777634,2,3,2,4,1
15040,3777640,1,2,1,1,1
15041,3777701,1,5,5,1,3
15042,3777776,1,2,1,3,1
15043,3777819,1,3,2,9,3
15044,3777978,1,2,2,4,2
15045,3778001,1,1,1,1,1
15046,3778008,2,1,1,4,1
15047,3778046,1,2,2,4,2
15048,3778054,1,3,3,9,3
15049,3778063,1,2,2,3,2
15050,3778072,1,6,3,4,3
15051,3778090,1,5,2,9,2
15052,3778120,1,2,2,3,2
15053,3778213,1,3,2,3,2
15054,3778282,1,2,2,9,3
15055,3778322,1,2,2,2,3
15056,3778362,1,4,2,9,2
15057,3778423,2,1,1,2,1
15058,3778519,1,1,1,4,1
15059,3778574,1,2,2,4,3
15060,3778595,1,3,2,4,2
15061,3778648,1,1,1,1,3
15062,3778729,2,3,2,4,2
15063,3778741,1,3,2,2,2
15064,3778756,2,3,3,2,0
15065,3778801,2,2,2,3,0
15066,3778823,1,1,1,4,1
15067,3778828,1,2,2,3,2
15068,3778848,1,4,2,4,2
15069,3778897,2,1,0,2,0
15070,3778997,2,2,2,4,0
15071,3779002,2,1,1,2,1
15072,3779041,1,3,1,4,1
15073,3779069,2,3,1,9,0
15074,3779149,2,2,2,4,1
15075,3779158,2,1,1,1,0
15076,3779171,1,2,2,4,2
15077,3779180,2,5,1,1,0
15078,3779259,2,1,1,2,0
15079,3779322,2,2,2,2,1
15080,3779362,2,2,2,4,0
15081,3779383,1,1,1,1,1
15082,3779482,2,3,1,1,1
15083,3779487,1,2,2,4,2
15084,3779762,2,5,2,1,1
15085,3779865,2,3,0,3,0
15086,3779942,1,8,2,2,1
15087,3780063,2,1,1,1,0
15088,3780085,2,1,1,1,1
15089,3780260,2,2,0,1,0
15090,3780326,2,1,0,1,0
15091,3780329,2,1,1,1,1
15092,3780457,2,1,0,1,0
15093,3780726,2,1,0,1,0
15094,3781063,2,1,1,2,0
15095,3781099,2,5,0,9,0
15096,3781105,2,1,0,2,0
15097,3781132,1,4,2,3,3
15098,3781314,2,2,1,4,1
15099,3781340,2,2,2,4,0
15100,3781387,2,1,1,2,0
15101,3781582,2,2,2,4,2
15102,3781654,2,1,0,1,0
15103,3781783,1,3,1,1,1
15104,3781807,2,4,0,2,0
15105,3781945,2,1,1,1,0
15106,3781964,1,1,0,1,0
15107,3782034,1,4,0,1,0
15108,3782098,2,3,2,9,1
15109,3782129,2,1,1,2,1
15110,3782155,2,2,1,3,0
15111,3782194,2,1,1,2,1
15112,3782205,2,1,1,2,1
15113,3782242,2,4,0,9,0
15114,3782259,2,1,1,2,0
15115,3782278,2,1,1,2,0
15116,3782397,1,5,3,3,3
15117,3782403,1,3,2,2,2
15118,3782423,2,4,1,1,1
15119,3782426,2,1,1,3,0
15120,3782433,1,4,2,4,2
15121,3782456,1,3,3,2,3
15122,3782555,1,4,2,4,3
15123,3782566,1,1,1,3,2
15124,3782572,1,2,2,4,3
15125,3782590,1,2,2,3,2
15126,3782598,2,1,1,2,0
15127,3782601,1,2,2,4,3
15128,3782721,1,2,2,1,0
15129,3782872,1,2,2,4,3
15130,3783016,1,2,2,2,2
15131,3783021,2,1,1,9,0
15132,3783022,2,2,1,3,0
15133,3783086,2,1,1,2,0
15134,3783165,1,2,2,4,2
15135,3783179,2,1,0,2,0
15136,3783363,2,1,1,4,0
15137,3783435,2,1,0,2,0
15138,3783474,2,1,1,2,0
15139,3783487,1,2,2,2,2
15140,3783532,2,1,0,1,0
15141,3783572,2,1,1,2,0
15142,3783605,2,1,1,1,0
15143,3783664,2,1,1,3,0
15144,3783871,2,1,1,1,1
15145,3783920,2,1,1,4,0
15146,3783949,2,2,2,4,2
15147,3783951,2,2,2,2,1
15148,3784076,2,2,2,4,0
15149,3784103,2,3,0,1,0
15150,3784130,2,1,1,2,1
15151,3784134,2,1,1,3,0
15152,3784209,2,2,2,4,0
15153,3784246,2,2,2,4,1
15154,3784348,2,2,2,2,0
15155,3784411,1,1,1,2,1
15156,3784415,1,4,1,2,1
15157,3784438,1,2,2,4,2
15158,3784441,2,1,1,2,1
15159,3784488,1,4,4,2,3
15160,3784537,1,2,2,2,2
15161,3784597,2,2,2,1,1
15162,3784624,2,4,2,4,1
15163,3784705,1,5,3,4,2
15164,3784718,2,1,1,2,1
15165,3784746,1,4,2,3,2
15166,3784764,2,1,1,1,1
15167,3784802,2,1,1,9,0
15168,3784986,1,3,2,4,2
15169,3785014,1,2,1,9,0
15170,3785021,2,4,2,2,2
15171,3785051,1,4,2,2,2
15172,3785089,1,1,1,1,1
15173,3785309,1,3,2,9,2
15174,3785311,2,3,3,4,3
15175,3785353,1,2,2,4,2
15176,3785447,1,2,2,1,2
15177,3785496,1,2,2,3,2
15178,3785552,2,1,0,1,0
15179,3785685,1,2,2,4,2
15180,3785721,2,1,1,3,1
15181,3785732,2,3,2,4,2
15182,3785770,1,3,2,3,2
15183,3785826,1,2,2,4,2
15184,3785849,2,3,2,3,2
15185,3785963,1,2,2,4,2
15186,3786071,1,4,2,3,3
15187,3786203,1,2,2,4,3
15188,3786342,1,4,2,4,2
15189,3786349,1,2,2,4,2
15190,3786409,2,1,1,1,0
15191,3786534,1,4,3,4,3
15192,3786562,2,1,1,3,1
15193,3786572,1,2,2,4,2
15194,3786649,1,3,1,1,1
15195,3786661,2,1,1,2,2
15196,3786743,1,3,2,4,2
15197,3786802,1,3,2,4,2
15198,3786843,1,3,3,4,3
15199,3786978,1,4,4,4,3
15200,3787037,1,5,3,1,2
15201,3787107,1,2,2,4,3
15202,3787115,1,2,2,4,3
15203,3787135,1,1,1,2,0
15204,3787213,2,2,2,4,1
15205,3787242,1,3,2,4,3
15206,3787275,1,2,1,4,1
15207,3787300,1,2,2,9,3
15208,3787362,1,3,2,4,2
15209,3787499,2,1,0,1,0
15210,3787504,2,2,2,2,1
15211,3787559,1,2,2,4,2
15212,3787610,1,6,2,2,2
15213,3787630,2,1,1,9,1
15214,3787713,3,2,2,2,2
15215,3787717,1,2,2,9,3
15216,3787755,1,1,1,2,1
15217,3787834,1,4,2,4,2
15218,3787935,1,1,1,9,1
15219,3787944,2,1,0,1,0
15220,3788040,1,1,1,2,1
15221,3788044,1,1,1,1,1
15222,3788083,1,2,2,4,2
15223,3788118,1,2,2,9,2
15224,3788199,2,2,2,1,1
15225,3788278,2,1,1,2,1
15226,3788289,1,4,2,4,2
15227,3788338,1,3,3,4,3
15228,3788371,2,1,1,4,1
15229,3788400,1,2,2,4,2
15230,3788447,1,2,2,2,2
15231,3788451,1,3,3,2,3
15232,3788570,2,1,0,1,0
15233,3788616,2,2,1,2,1
15234,3788651,2,1,1,9,1
15235,3788724,1,5,3,2,3
15236,3788820,1,3,3,4,2
15237,3788924,1,3,2,3,3
15238,3788946,2,2,0,1,0
15239,3788983,1,4,2,3,2
15240,3789024,1,4,2,9,2
15241,3789044,2,2,1,2,1
15242,3789054,2,1,1,1,0
15243,3789196,1,3,1,3,1
15244,3789227,1,3,3,4,2
15245,3789242,1,2,2,4,2
15246,3789326,2,2,2,2,2
15247,3789346,1,2,1,9,1
15248,3789375,1,2,2,9,1
15249,3789442,2,1,1,2,1
15250,3789480,1,4,2,2,3
15251,3789496,1,2,2,4,3
15252,3789587,2,2,0,1,0
15253,3789723,2,1,1,3,2
15254,3789736,1,2,2,2,2
15255,3789758,1,4,4,4,3
15256,3789821,1,2,2,4,2
15257,3789840,1,2,2,3,2
15258,3789848,1,1,1,2,2
15259,3789957,1,2,2,2,2
15260,3789974,1,2,2,2,3
15261,3790016,2,1,1,2,1
15262,3790024,1,2,1,2,1
15263,3790090,1,2,2,4,2
15264,3790099,1,2,2,2,2
15265,3790131,1,2,2,1,1
15266,3790250,1,5,3,1,3
15267,3790285,1,2,2,4,3
15268,3790313,1,2,2,4,2
15269,3790393,1,5,3,3,3
15270,3790395,1,4,2,4,2
15271,3790417,2,2,2,3,2
15272,3790448,1,2,2,2,2
15273,3790518,1,2,2,4,2
15274,3790586,1,1,1,1,1
15275,3790611,1,4,3,4,3
15276,3790704,1,3,2,3,2
15277,3790716,2,2,1,2,0
15278,3790730,2,1,1,4,1
15279,3790738,1,4,1,2,0
15280,3790751,1,2,2,4,3
15281,3790767,2,3,0,1,0
15282,3790820,2,2,1,4,0
15283,3790839,1,3,2,4,2
15284,3790980,1,1,1,2,1
15285,3790988,2,1,1,4,1
15286,3791035,1,3,3,4,3
15287,3791063,1,4,3,3,2
15288,3791073,1,2,2,2,2
15289,3791235,2,3,1,1,0
15290,3791292,1,2,2,4,2
15291,3791322,1,1,1,1,1
15292,3791355,2,2,0,3,0
15293,3791525,1,1,1,2,3
15294,3791660,1,3,2,4,2
15295,3791833,2,2,2,2,2
15296,3791853,1,2,2,9,2
15297,3791964,1,8,2,3,2
15298,3792073,1,3,2,4,2
15299,3792155,1,2,2,2,2
15300,3792157,2,2,2,4,3
15301,3792286,1,4,2,2,2
15302,3792388,2,1,0,3,0
15303,3792440,1,5,4,3,3
15304,3792443,1,4,2,4,2
15305,3792678,1,3,3,4,3
15306,3792728,2,2,2,4,1
15307,3792755,1,2,2,3,2
15308,3792833,1,2,2,9,1
15309,3793048,2,3,2,2,2
15310,3793181,2,2,0,1,0
15311,3793257,1,4,3,2,2
15312,3793284,2,1,1,2,1
15313,3793484,1,2,2,2,2
15314,3793512,1,4,2,4,2
15315,3793572,2,1,1,4,1
15316,3793841,1,4,2,4,2
15317,3793853,1,3,3,4,3
15318,3793887,2,2,2,2,1
15319,3793897,1,1,1,1,2
15320,3794017,2,4,1,2,1
15321,3794047,2,2,2,2,2
15322,3794077,1,2,2,4,2
15323,3794079,2,2,1,1,0
15324,3794128,2,1,1,4,1
15325,3794170,1,2,2,4,3
15326,3794462,2,3,0,1,0
15327,3794480,1,1,1,2,1
15328,3794664,2,2,2,2,2
15329,3794710,1,2,2,9,2
15330,3795009,1,1,1,4,2
15331,3795135,2,3,2,2,1
15332,3795154,1,2,2,2,2
15333,3795206,1,4,2,4,2
15334,3795242,2,1,1,2,1
15335,3795343,2,1,1,1,0
15336,3795409,1,2,2,4,2
15337,3795475,2,1,1,4,0
15338,3795508,1,4,2,2,3
15339,3795562,2,3,2,4,2
15340,3795572,2,3,2,2,2
15341,3795616,2,1,1,9,1
15342,3795663,2,2,1,1,0
15343,3796018,2,1,0,1,0
15344,3796362,1,2,1,2,2
15345,3796467,1,3,3,4,3
15346,3796622,2,1,1,1,1
15347,3796776,1,2,2,9,2
15348,3796873,1,2,2,9,2
15349,3796954,1,4,3,2,2
15350,3796999,1,2,2,2,3
15351,3797205,1,1,1,2,1
15352,3797376,1,2,2,2,2
15353,3797383,1,5,2,3,2
15354,3797403,1,2,2,2,2
15355,3797515,1,3,2,2,2
15356,3797563,1,4,2,4,2
15357,3797574,1,5,2,4,3
15358,3797583,1,3,1,2,1
15359,3797656,2,1,1,1,0
15360,3797680,1,2,2,4,3
15361,3797693,1,3,2,3,2
15362,3797797,2,1,1,1,2
15363,3798002,1,3,3,3,2
15364,3798012,2,2,2,2,2
15365,3798027,2,1,1,9,1
15366,3798050,1,4,2,4,3
15367,3798101,2,3,3,4,3
15368,3798215,1,3,2,9,2
15369,3798410,1,3,2,3,2
15370,3798494,1,3,2,3,2
15371,3798565,1,4,3,9,3
15372,3798687,1,2,2,1,2
15373,3798697,1,2,2,4,2
15374,3798799,1,2,2,4,3
15375,3798831,2,2,1,2,1
15376,3798848,1,3,3,4,2
15377,3798946,2,2,0,1,0
15378,3799000,2,2,2,2,3
15379,3799074,2,1,1,1,1
15380,3799116,2,2,2,4,2
15381,3799140,1,3,2,9,2
15382,3799159,1,2,2,4,2
15383,3799250,1,4,4,2,3
15384,3799268,2,1,1,1,1
15385,3799283,2,2,2,4,3
15386,3799395,1,1,1,2,3
15387,3799419,1,4,2,4,2
15388,3799431,1,5,2,4,1
15389,3799475,1,1,1,9,1
15390,3799495,1,2,2,3,3
15391,3799534,2,1,1,3,1
15392,3799586,1,3,3,4,3
15393,3799618,1,2,1,1,1
15394,3799663,2,1,0,1,0
15395,3799666,1,1,1,2,1
15396,3799681,2,4,3,2,1
15397,3799694,1,3,3,4,3
15398,3799727,1,3,3,4,3
15399,3799908,1,1,1,2,1
15400,3799949,1,2,2,2,2
15401,3799994,1,4,2,4,2
15402,3799999,1,3,3,3,3
15403,3800063,1,3,2,2,3
15404,3800073,1,2,2,2,2
15405,3800100,1,4,2,4,2
15406,3800114,1,3,3,3,2
15407,3800193,1,1,1,2,1
15408,3800272,1,4,2,4,2
15409,3800305,1,3,3,4,3
15410,3800313,2,2,0,2,0
15411,3800392,2,2,2,3,1
15412,3800396,2,3,2,4,1
15413,3800482,1,2,1,2,1
15414,3800489,2,2,2,4,0
15415,3800630,1,3,3,4,3
15416,3800749,2,1,1,2,1
15417,3800771,1,2,2,4,2
15418,3800778,1,4,2,3,2
15419,3800826,2,1,1,9,1
15420,3800988,1,6,2,4,2
15421,3801006,1,2,2,4,3
15422,3801088,1,2,2,3,2
15423,3801100,1,2,2,2,2
15424,3801183,2,2,1,1,0
15425,3801291,1,1,1,3,1
15426,3801367,1,2,2,4,2
15427,3801408,1,2,2,3,2
15428,3801439,1,2,2,3,1
15429,3801497,2,4,2,2,2
15430,3801519,1,1,1,1,2
15431,3801556,2,1,1,4,1
15432,3801603,2,3,3,3,1
15433,3801675,1,2,2,9,2
15434,3801833,1,3,2,4,1
15435,3801854,2,2,2,2,2
15436,3802067,2,1,1,3,1
15437,3802154,1,4,2,4,2
15438,3802184,1,3,3,4,3
15439,3802225,2,2,1,3,2
15440,3802282,1,2,2,4,2
15441,3802343,2,4,2,4,0
15442,3802357,2,2,1,9,1
15443,3802398,2,1,1,3,0
15444,3802538,1,1,1,1,1
15445,3802671,1,4,2,1,3
15446,3802763,1,1,1,1,1
15447,3802808,1,2,2,2,1
15448,3802828,2,2,2,3,3
15449,3802860,1,1,1,2,2
15450,3802982,1,4,2,3,2
15451,3803031,2,2,0,1,1
15452,3803143,3,3,2,1,2
15453,3803173,1,2,2,3,2
15454,3803426,1,2,2,1,2
15455,3803453,1,3,2,4,2
15456,3803567,1,2,2,9,3
15457,3803599,1,2,2,4,2
15458,3803733,2,1,1,3,0
15459,3803735,1,2,2,4,2
15460,3803791,1,8,3,4,3
15461,3803908,1,1,0,1,0
15462,3803929,1,1,1,2,2
15463,3803937,1,1,1,2,1
15464,3803972,1,2,2,4,1
15465,3804037,2,1,1,4,0
15466,3804044,1,1,1,9,1
15467,3804059,1,4,2,2,3
15468,3804066,1,5,2,4,2
15469,3804092,1,2,2,9,2
15470,3804094,1,1,1,1,1
15471,3804112,1,4,3,3,3
15472,3804183,1,4,4,2,3
15473,3804233,1,1,1,2,1
15474,3804420,1,1,1,2,1
15475,3804451,2,1,1,4,0
15476,3804455,1,1,1,3,2
15477,3804483,1,4,2,4,2
15478,3804495,1,2,2,9,2
15479,3804502,1,3,2,2,2
15480,3804549,1,2,2,3,2
15481,3804603,2,2,1,2,1
15482,3804618,1,2,2,2,2
15483,3804647,1,2,2,4,2
15484,3804723,2,1,1,1,0
15485,3804768,1,3,3,2,2
15486,3804788,1,1,1,2,1
15487,3804790,1,2,2,4,3
15488,3804822,1,2,2,4,2
15489,3804881,1,4,2,4,3
15490,3804895,1,6,3,2,3
15491,3804914,1,2,2,2,3
15492,3804972,1,1,1,2,2
15493,3804979,1,1,1,2,3
15494,3804985,1,2,1,2,1
15495,3805019,2,2,2,1,2
15496,3805022,1,4,2,4,2
15497,3805063,1,4,2,3,2
15498,3805064,1,2,2,2,2
15499,3805092,2,2,2,2,2
15500,3805105,1,2,2,9,2
15501,3805158,1,2,2,4,3
15502,3805221,1,2,1,2,1
15503,3805230,1,2,1,1,0
15504,3805269,1,4,2,4,2
15505,3805281,1,4,2,4,2
15506,3805290,1,2,2,4,2
15507,3805331,1,3,3,2,3
15508,3805374,1,4,2,3,2
15509,3805406,1,4,2,4,2
15510,3805413,1,4,2,4,2
15511,3805491,1,4,2,4,2
15512,3805510,1,1,1,1,1
15513,3805512,2,2,2,1,1
15514,3805628,1,4,4,9,3
15515,3805682,1,2,2,3,3
15516,3805683,1,2,2,4,2
15517,3805756,1,2,2,4,3
15518,3805811,1,3,3,4,3
15519,3805820,1,2,2,4,2
15520,3805955,1,1,1,4,1
15521,3806143,1,1,1,2,1
15522,3806397,1,1,1,1,1
15523,3806670,2,2,0,1,0
15524,3806837,2,1,0,1,0
15525,3807286,1,5,1,2,1
15526,3807341,2,2,0,2,0
15527,3807350,2,1,1,1,1
15528,3807362,2,1,1,2,1
15529,3807462,1,4,2,4,2
15530,3807846,2,1,0,2,0
15531,3807888,3,1,0,1,0
15532,3808814,2,1,0,1,0
15533,3809179,1,2,1,1,0
15534,3809185,2,2,0,1,0
15535,3810060,2,1,0,1,0
15536,3810286,2,2,0,2,0
15537,3810582,2,1,1,4,0
15538,3810910,1,4,2,4,1
15539,3811022,2,4,1,1,1
15540,3811026,1,1,1,9,1
15541,3811433,1,2,2,3,2
15542,3811466,2,2,2,2,1
15543,3811560,2,1,1,2,2
15544,3811622,2,1,1,2,1
15545,3811898,2,1,1,1,1
15546,3811903,2,1,0,1,0
15547,3812090,2,3,1,2,1
15548,3812132,2,2,2,4,1
15549,3812230,2,2,1,4,1
15550,3812366,2,3,2,3,2
15551,3812382,2,2,1,1,0
15552,3812484,1,4,2,2,2
15553,3812506,1,2,2,2,2
15554,3812524,1,4,2,4,2
15555,3812532,1,1,1,2,3
15556,3812791,1,2,2,2,2
15557,3812799,1,1,0,1,0
15558,3812847,1,3,2,4,2
15559,3812930,2,1,1,2,1
15560,3813012,2,3,2,2,2
15561,3813026,1,1,1,9,1
15562,3813139,1,2,2,2,1
15563,3813257,1,1,1,2,1
15564,3813338,1,5,4,4,2
15565,3813462,2,2,2,9,3
15566,3813603,3,4,3,2,2
15567,3813657,1,1,1,4,1
15568,3813880,1,2,2,9,2
15569,3813968,1,4,2,2,3
15570,3814065,1,2,2,4,2
15571,3814265,1,2,2,3,1
15572,3814441,2,9,1,3,1
15573,3814475,1,2,2,4,3
15574,3814528,1,2,2,4,3
15575,3814673,1,3,2,4,2
15576,3815024,1,2,2,2,2
15577,3815085,1,2,2,1,2
15578,3815343,1,4,2,9,2
15579,3815359,2,1,0,1,0
15580,3815438,1,2,2,4,2
15581,3815599,2,1,0,1,0
15582,3816026,2,3,2,2,1
15583,3816061,2,2,2,3,1
15584,3816110,2,1,1,3,0
15585,3816117,2,2,1,2,1
15586,3816216,2,1,0,1,0
15587,3816272,2,2,2,2,0
15588,3816440,2,2,2,4,0
15589,3816493,1,3,3,9,1
15590,3816679,2,1,1,2,1
15591,3816772,2,1,1,2,1
15592,3816945,2,4,2,9,1
15593,3817065,1,1,1,1,1
15594,3817506,1,5,5,2,3
15595,3817643,1,2,2,1,1
15596,3818105,1,4,3,4,3
15597,3818159,1,2,2,4,2
15598,3818300,2,1,1,2,0
15599,3818652,1,7,4,4,3
15600,3818771,1,4,3,4,3
15601,3818825,2,1,1,2,0
15602,3818828,2,3,2,3,1
15603,3819204,2,1,0,1,0
15604,3819542,2,3,1,1,1
15605,3819574,2,1,0,1,0
15606,3819666,2,1,1,2,1
15607,3819674,2,2,1,3,2
15608,3819683,2,2,0,1,0
15609,3819690,2,6,2,2,1
15610,3819709,2,2,0,1,0
15611,3819768,2,4,2,1,1
15612,3819838,2,2,1,4,0
15613,3820045,1,2,1,2,1
15614,3820305,1,4,1,1,1
15615,3820433,2,5,1,1,0
15616,3820620,2,1,1,2,0
15617,3820748,2,1,0,1,0
15618,3820771,2,6,2,1,0
15619,3820790,2,1,0,1,0
15620,3820822,2,1,0,1,1
15621,3820830,2,3,0,1,0
15622,3820986,2,2,2,2,1
15623,3821037,2,1,0,1,0
15624,3821082,2,1,1,2,1
15625,3821097,2,3,1,3,1
15626,3821098,1,2,2,4,1
15627,3821117,2,2,0,2,0
15628,3821443,2,4,2,4,1
