,SAMPN,RESTY,HHSIZ,HHLIC,INCOM_R,HHVEH_R
859,3025475,1,1,1,1,1
860,3025479,2,1,1,3,0
861,3025612,2,2,2,3,1
862,3025653,2,4,0,1,0
863,3025776,2,2,2,2,2
864,3025785,2,1,1,2,1
865,3025838,2,1,1,2,0
866,3025868,2,1,1,9,1
867,3026152,2,1,1,4,0
868,3026213,1,2,1,2,1
869,3026284,1,4,2,3,2
870,3026341,2,1,1,3,2
871,3026470,1,5,2,4,1
872,3026478,1,2,2,3,3
873,3026659,2,1,0,2,0
874,3026688,1,2,2,9,2
875,3026863,2,1,1,2,0
876,3026908,2,3,0,1,0
877,3027172,2,1,1,1,1
878,3027192,2,1,1,2,1
879,3027206,1,2,1,4,1
880,3027274,2,1,0,1,0
881,3027346,2,2,2,3,1
882,3027480,2,1,1,2,1
883,3027580,1,5,2,4,3
884,3027599,1,4,2,4,2
885,3027618,2,2,2,3,2
886,3027974,2,1,1,2,2
887,3028224,1,2,2,4,2
888,3028389,1,4,3,3,3
889,3028429,2,1,1,1,1
890,3028569,2,1,1,3,0
891,3028615,1,4,2,2,2
892,3028673,1,1,1,3,1
893,3028806,2,1,0,1,0
894,3028936,2,1,1,4,1
895,3028970,2,1,1,2,0
896,3028980,2,2,2,4,1
897,3029060,2,1,0,2,0
898,3029114,1,1,1,4,1
899,3029257,2,2,2,2,1
900,3029429,2,2,2,2,2
901,3029471,1,3,2,4,3
902,3029633,2,1,0,2,0
903,3030009,2,1,1,2,0
904,3030043,2,2,2,4,2
905,3030066,2,1,0,2,0
906,3030137,2,1,1,1,0
907,3030206,1,5,3,2,2
908,3030237,2,2,1,4,1
909,3030333,2,1,1,1,1
910,3030715,1,4,4,2,3
911,3030834,1,2,2,4,3
912,3030871,2,1,1,3,0
913,3030911,2,4,3,4,2
914,3031053,2,1,1,3,1
915,3031164,2,2,2,2,0
916,3031178,2,3,1,2,1
917,3031346,1,2,2,2,1
918,3031458,2,2,2,3,1
919,3031635,2,2,2,3,2
920,3031880,1,1,1,2,1
921,3031903,1,2,2,2,2
922,3032196,2,2,2,4,2
923,3032355,1,2,2,4,2
924,3032612,2,3,2,2,1
925,3032702,2,1,1,4,0
926,3032709,2,2,0,1,0
927,3032788,2,1,1,2,1
928,3032794,1,4,3,4,3
929,3032867,2,1,1,1,0
930,3032916,2,2,2,4,3
931,3033177,2,1,1,2,0
932,3033224,2,2,2,3,0
933,3033331,1,1,1,9,1
934,3033384,1,2,1,3,2
935,3033470,2,1,1,3,0
936,3033478,2,2,2,4,1
937,3033524,2,2,1,2,0
938,3033566,2,1,1,2,1
939,3033677,2,1,1,3,2
940,3033825,1,5,2,3,2
941,3033866,2,4,0,1,0
942,3034055,2,2,2,4,0
943,3034137,2,1,1,4,0
944,3034213,2,1,1,2,0
945,3034249,2,1,0,2,0
946,3034267,1,3,3,4,3
947,3034465,2,1,1,4,0
948,3034479,1,2,2,4,2
949,3034514,2,2,1,2,0
950,3034529,1,2,2,3,2
951,3034568,1,2,2,2,2
952,3034584,2,1,1,2,1
953,3034623,2,1,0,2,0
954,3034634,2,1,1,2,1
955,3034688,1,1,1,4,1
956,3034752,1,2,2,2,2
957,3034764,2,1,1,3,1
958,3034801,1,1,1,2,2
959,3034855,2,1,1,2,1
960,3035057,1,2,2,2,2
961,3035301,1,4,2,4,2
962,3035369,2,2,2,2,1
963,3035389,2,1,1,2,1
964,3035447,1,1,1,1,1
965,3035530,1,1,1,4,2
966,3035559,1,1,1,4,1
967,3035595,1,1,1,2,1
968,3035618,1,1,1,1,1
969,3035715,1,4,2,4,3
970,3035745,1,1,1,4,1
971,3035799,1,2,2,4,3
972,3035828,2,4,1,3,1
973,3035846,2,1,0,1,1
974,3035879,1,1,1,2,1
975,3035930,1,2,1,3,1
976,3035996,1,5,2,3,2
977,3036052,1,2,2,4,2
978,3036060,2,1,1,3,1
979,3036080,2,1,1,2,1
980,3036190,2,2,1,9,0
981,3036372,1,3,3,4,3
982,3036446,1,3,2,4,2
983,3036464,2,1,1,3,0
984,3036466,1,3,3,4,3
985,3036795,2,1,0,1,0
986,3036909,2,2,2,4,2
987,3036938,1,2,2,4,2
988,3036978,2,2,2,4,2
989,3036981,2,1,1,1,0
990,3037042,1,3,0,1,0
991,3037058,1,2,1,1,0
992,3037151,2,2,2,4,2
993,3037246,2,2,2,4,0
994,3037285,2,2,0,1,0
995,3037321,2,1,1,4,0
996,3037364,1,2,2,4,1
997,3037465,1,2,2,2,3
998,3037515,1,2,2,2,2
999,3037630,2,4,3,1,2
1000,3037649,2,1,1,2,1
1001,3037833,2,2,1,2,0
1002,3037835,2,1,1,1,0
1003,3037871,2,2,2,4,0
1004,3037919,1,3,1,2,1
1005,3037967,2,1,1,2,1
1006,3038035,2,2,1,2,0
1007,3038159,2,5,2,1,1
1008,3038161,1,4,2,4,2
1009,3038170,2,1,0,1,0
1010,3038291,1,2,2,2,2
1011,3038308,1,3,2,4,2
1012,3038354,2,2,1,4,1
1013,3038445,2,2,2,2,1
1014,3038471,2,1,1,2,1
1015,3038533,2,2,2,3,0
1016,3038702,2,2,2,2,2
1017,3038754,2,1,1,2,1
1018,3039172,2,2,2,2,0
1019,3039221,2,4,2,4,0
1020,3039471,2,2,2,4,2
1021,3039473,2,1,1,1,1
1022,3039501,2,1,1,1,0
1023,3039573,1,1,1,4,1
1024,3039578,2,2,2,2,2
1025,3039756,2,2,1,2,1
1026,3039870,1,4,2,2,1
1027,3039872,1,2,2,3,2
1028,3039873,2,2,2,3,0
1029,3039911,2,1,1,9,1
1030,3100338,1,2,2,9,2
1031,3100386,1,2,2,9,2
1032,3100405,2,4,3,4,3
1033,3100415,1,3,2,4,2
1034,3100435,2,1,1,2,0
1035,3100454,1,3,2,9,1
1036,3100468,1,2,2,4,1
1037,3100516,2,2,1,2,1
1038,3100554,2,1,1,2,0
1039,3100592,1,1,1,2,1
1040,3100615,2,3,2,2,3
1041,3100635,1,3,3,2,2
1042,3100636,2,2,1,2,1
1043,3100659,2,2,1,3,1
1044,3100666,1,4,2,4,2
1045,3100710,2,1,1,1,0
1046,3100743,2,2,2,2,1
1047,3100759,1,4,2,2,2
1048,3100800,1,4,2,9,2
1049,3100836,1,3,3,9,2
1050,3100840,1,1,1,4,2
1051,3100920,1,2,2,4,2
1052,3100929,1,1,1,2,1
1053,3100935,2,1,1,3,1
1054,3100938,2,1,0,2,0
1055,3100944,1,2,2,2,2
1056,3100949,1,2,2,2,2
1057,3100955,1,3,3,2,2
1058,3100992,2,1,1,3,1
1059,3101036,1,5,2,4,2
1060,3101094,1,4,3,2,3
1061,3101108,1,2,2,2,2
1062,3101129,2,4,2,3,1
1063,3101152,1,5,5,4,3
1064,3101213,1,1,1,1,2
1065,3101347,2,2,2,4,0
1066,3101376,1,4,2,4,2
1067,3101388,1,1,1,2,1
1068,3101398,1,1,1,9,1
1069,3101403,2,3,3,3,3
1070,3101414,1,2,2,4,2
1071,3101422,1,4,3,2,3
1072,3101425,1,2,2,9,3
1073,3101437,1,1,1,2,1
1074,3101461,2,1,1,2,1
1075,3101477,2,1,1,9,0
1076,3101536,1,2,2,2,2
1077,3101604,1,2,2,4,2
1078,3101606,1,2,2,4,3
1079,3101613,1,2,2,4,2
1080,3101619,1,2,2,2,2
1081,3101636,1,1,1,2,0
1082,3101689,1,1,1,9,1
1083,3101741,1,2,2,3,2
1084,3101764,1,2,2,4,3
1085,3101766,1,1,1,1,1
1086,3101773,1,2,2,4,2
1087,3101775,1,2,2,9,3
1088,3101791,1,3,2,9,2
1089,3101856,1,1,1,3,1
1090,3101875,2,1,1,1,1
1091,3101900,1,1,1,2,2
1092,3101942,2,1,1,1,1
1093,3102006,2,1,1,2,1
1094,3102059,2,3,1,1,1
1095,3102070,1,2,2,3,1
1096,3102094,2,2,2,4,1
1097,3102107,2,1,1,1,1
1098,3102110,1,2,2,3,1
1099,3102181,1,3,2,2,1
1100,3102204,1,4,2,2,2
1101,3102295,1,2,2,4,2
1102,3102348,2,1,1,2,1
1103,3102351,1,2,2,2,2
1104,3102354,1,1,1,9,1
1105,3102361,2,1,1,3,0
1106,3102369,1,1,1,9,0
1107,3102394,2,1,0,1,0
1108,3102410,1,2,1,2,1
1109,3102425,2,2,1,3,1
1110,3102439,1,6,5,2,3
1111,3102448,2,1,1,4,1
1112,3102463,2,1,1,1,2
1113,3102481,1,5,2,4,2
1114,3102581,1,2,2,2,2
1115,3102604,1,3,1,2,1
1116,3102610,1,1,1,4,3
1117,3102624,2,1,1,4,1
1118,3102659,2,2,0,4,0
1119,3102661,2,1,1,9,1
1120,3102665,2,2,2,4,2
1121,3102674,2,2,2,2,2
1122,3102725,2,4,2,2,2
1123,3102776,2,2,0,1,0
1124,3102779,1,2,2,4,2
1125,3102813,1,3,3,2,2
1126,3102823,2,1,1,1,0
1127,3102880,2,1,0,1,0
1128,3102983,1,2,2,1,1
1129,3102990,1,3,3,4,3
1130,3103112,1,2,2,2,2
1131,3103117,2,1,1,3,1
1132,3103127,1,3,3,3,3
1133,3103140,1,2,2,4,3
1134,3103181,2,2,2,2,1
1135,3103185,2,1,1,1,0
1136,3103197,1,5,5,4,3
1137,3103217,1,2,1,4,1
1138,3103224,1,4,2,4,2
1139,3103261,1,2,2,1,2
1140,3103266,1,2,2,9,2
1141,3103298,1,2,2,2,2
1142,3103312,2,1,1,9,3
1143,3103316,2,1,1,1,1
1144,3103326,1,4,2,2,2
1145,3103337,1,4,4,4,3
1146,3103362,1,4,2,4,2
1147,3103369,1,4,3,4,3
1148,3103374,1,2,1,3,2
1149,3103398,1,2,2,4,2
1150,3103422,2,1,0,1,0
1151,3103442,1,2,2,2,3
1152,3103474,1,1,1,9,1
1153,3103476,1,2,2,4,2
1154,3103486,2,1,1,1,0
1155,3103557,2,4,4,1,0
1156,3103570,2,1,1,3,1
1157,3103607,1,2,2,4,2
1158,3103610,2,2,1,1,2
1159,3103631,1,2,2,2,2
1160,3103754,1,4,2,2,3
1161,3103774,2,2,1,1,0
1162,3103803,2,1,1,2,1
1163,3103809,1,2,2,4,3
1164,3103811,1,2,1,1,1
1165,3103818,1,2,2,4,2
1166,3103827,1,1,1,2,1
1167,3103835,1,5,4,3,3
1168,3103888,1,1,1,9,1
1169,3103931,2,1,0,2,0
1170,3104061,2,3,3,2,2
1171,3104062,2,3,3,4,2
1172,3104091,1,4,2,4,1
1173,3104102,1,2,2,4,2
1174,3104107,1,1,1,4,2
1175,3104154,1,1,1,2,1
1176,3104176,1,2,2,3,2
1177,3104178,2,3,1,1,1
1178,3104186,1,2,2,4,3
1179,3104212,1,1,1,2,2
1180,3104240,2,1,1,4,1
1181,3104280,1,2,2,4,3
1182,3104281,1,2,2,2,2
1183,3104344,2,1,1,2,1
1184,3104453,2,1,1,2,1
1185,3104468,1,2,2,4,3
1186,3104487,2,1,1,2,0
1187,3104518,2,2,0,1,0
1188,3104541,2,2,2,2,2
1189,3104596,1,3,2,1,1
1190,3104628,1,1,0,1,3
1191,3104637,1,2,2,4,2
1192,3104669,1,2,2,2,2
1193,3104679,1,2,2,4,2
1194,3104682,1,2,2,3,2
1195,3104769,1,2,2,4,2
1196,3104804,1,2,2,4,2
1197,3104814,2,2,2,9,2
1198,3104835,1,2,2,4,3
1199,3104844,2,1,0,9,0
1200,3104845,1,4,3,3,3
1201,3104858,1,2,1,2,2
1202,3104871,1,1,1,1,1
1203,3104895,2,1,1,2,1
1204,3105003,1,2,2,3,2
1205,3105024,1,4,2,4,2
1206,3105048,2,2,2,1,1
1207,3105059,1,2,2,4,1
1208,3105063,2,1,0,1,0
1209,3105064,1,2,2,2,2
1210,3105067,2,2,1,4,1
1211,3105070,1,4,2,4,3
1212,3105127,1,5,2,2,1
1213,3105134,2,1,1,1,1
1214,3105210,1,2,1,2,0
1215,3105230,1,2,1,4,3
1216,3105277,2,1,1,4,0
1217,3105284,1,2,2,3,1
1218,3105289,2,1,1,4,1
1219,3105309,1,4,2,4,2
1220,3105325,1,2,2,4,3
1221,3105361,2,6,2,2,1
1222,3105363,2,2,2,3,1
1223,3105365,1,4,4,4,2
1224,3105382,2,3,2,4,2
1225,3105399,2,4,0,2,0
1226,3105437,1,1,1,1,0
1227,3105461,1,2,2,2,1
1228,3105504,1,1,1,1,1
1229,3105510,2,1,1,2,0
1230,3105595,1,3,2,4,2
1231,3105615,2,4,2,4,1
1232,3105619,2,1,1,4,1
1233,3105633,1,4,3,3,2
1234,3105676,2,1,1,4,0
1235,3105698,2,1,1,4,1
1236,3105701,2,1,1,1,1
1237,3105726,2,1,0,1,0
1238,3105728,1,4,2,3,2
1239,3105789,2,1,0,1,0
1240,3105819,1,1,1,2,3
1241,3105833,1,3,1,4,1
1242,3105851,1,2,2,4,3
1243,3105853,2,1,1,3,1
1244,3105881,2,2,1,2,1
1245,3105899,2,3,3,2,3
1246,3105906,1,2,2,2,2
1247,3105929,1,3,3,4,3
1248,3105945,2,2,2,2,0
1249,3105973,1,2,2,4,2
1250,3105974,2,1,1,1,1
1251,3105989,1,3,2,2,0
1252,3105996,2,1,1,1,1
1253,3106018,1,3,2,9,3
1254,3106025,1,3,2,4,3
1255,3106099,1,2,2,2,2
1256,3106140,1,1,1,2,1
1257,3106155,1,2,2,2,1
1258,3106175,1,3,2,4,3
1259,3106185,1,2,2,4,2
1260,3106187,2,1,1,2,3
1261,3106230,2,1,1,3,1
1262,3106252,2,4,2,1,0
1263,3106263,1,1,1,9,2
1264,3106269,1,1,1,4,1
1265,3106270,2,2,2,9,2
1266,3106307,1,2,2,4,2
1267,3106326,1,2,2,4,2
1268,3106328,1,4,2,4,2
1269,3106393,1,2,2,9,2
1270,3106438,1,5,4,4,3
1271,3106442,2,1,1,2,1
1272,3106444,1,1,1,9,1
1273,3106550,1,2,2,4,2
1274,3106635,2,1,0,2,0
1275,3106659,1,3,3,4,3
1276,3106681,1,4,2,9,3
1277,3106732,2,1,1,1,1
1278,3106799,1,1,1,4,3
1279,3106981,2,2,1,2,0
1280,3107022,2,1,1,1,0
1281,3107044,2,2,1,1,0
1282,3107097,1,4,2,2,1
1283,3107104,2,2,1,3,0
1284,3107116,2,2,2,1,1
1285,3107150,2,1,1,2,0
1286,3107157,1,2,2,2,1
1287,3107171,2,3,2,3,1
1288,3107212,1,2,2,2,2
1289,3107228,2,2,2,2,1
1290,3107257,1,1,1,9,1
1291,3107347,1,2,2,9,3
1292,3107383,2,4,2,4,1
1293,3107386,1,2,2,3,2
1294,3107405,1,4,4,4,2
1295,3107427,1,2,2,3,2
1296,3107441,2,1,1,1,0
1297,3107442,1,1,1,2,1
1298,3107529,1,2,1,1,1
1299,3107540,2,2,2,3,1
1300,3107553,1,4,2,4,2
1301,3107572,1,3,3,2,2
1302,3107634,2,1,1,3,1
1303,3107643,3,1,0,1,0
1304,3107694,2,1,1,9,1
1305,3107707,1,3,2,3,2
1306,3107756,1,3,2,4,2
1307,3107757,2,1,1,2,1
1308,3107783,2,4,2,4,1
1309,3107802,1,2,2,3,2
1310,3107812,2,2,1,3,1
1311,3107826,1,2,2,9,2
1312,3107835,1,2,2,4,2
1313,3107838,2,2,2,1,1
1314,3107856,1,2,1,4,1
1315,3107870,1,3,3,4,3
1316,3107871,1,2,2,1,3
1317,3107906,1,3,3,4,3
1318,3107954,2,1,0,4,0
1319,3107968,1,1,1,2,1
1320,3108051,2,1,0,1,0
1321,3108064,1,4,4,3,3
1322,3108111,1,1,1,3,1
1323,3108120,1,3,3,4,3
1324,3108141,1,2,0,2,0
1325,3108155,1,2,2,2,2
1326,3108157,1,2,2,9,1
1327,3108176,1,2,2,4,2
1328,3108212,1,3,3,9,2
1329,3108238,2,1,1,2,1
1330,3108257,1,2,2,9,3
1331,3108371,1,4,2,4,2
1332,3108393,2,1,1,2,1
1333,3108416,2,1,1,4,1
1334,3108419,2,1,1,2,1
1335,3108434,1,3,2,4,2
1336,3108436,2,2,0,1,0
1337,3108459,3,1,0,1,0
1338,3108461,1,1,1,1,1
1339,3108481,2,1,1,2,0
1340,3108482,2,3,1,1,0
1341,3108492,1,1,1,9,1
1342,3108549,1,1,1,4,1
1343,3108604,1,2,2,4,3
1344,3108607,1,2,2,4,3
1345,3108641,1,1,1,2,1
1346,3108653,1,2,2,3,2
1347,3108659,1,2,2,2,2
1348,3108711,1,2,2,9,2
1349,3108725,1,1,1,4,2
1350,3108730,1,2,2,9,3
1351,3108781,2,3,2,2,1
1352,3108820,2,1,0,2,0
1353,3108823,2,2,2,3,2
1354,3108824,1,5,2,2,1
1355,3108845,2,4,2,4,1
1356,3108868,2,1,0,1,0
1357,3108884,2,1,1,1,1
1358,3108983,1,3,2,4,2
1359,3109039,1,3,3,1,2
1360,3109065,1,3,3,2,2
1361,3109067,1,1,1,4,1
1362,3109109,1,2,2,9,2
1363,3109140,2,1,1,2,1
1364,3109160,1,2,2,4,3
1365,3109258,1,2,2,3,2
1366,3109281,2,1,1,4,1
1367,3109293,1,4,2,9,2
1368,3109308,1,3,3,4,3
1369,3109321,1,5,3,2,2
1370,3109422,2,2,1,4,1
1371,3109508,1,1,1,2,2
1372,3109575,2,2,0,1,0
1373,3109605,1,1,1,4,1
1374,3109619,1,1,0,1,0
1375,3109624,1,2,2,9,2
1376,3109627,1,4,2,4,2
1377,3109644,2,1,1,2,1
1378,3109646,1,2,2,2,2
1379,3109669,2,2,1,2,1
1380,3109681,2,1,1,1,1
1381,3109695,1,2,2,9,2
1382,3109735,2,4,1,1,1
1383,3109813,1,1,1,3,1
1384,3109841,1,4,2,4,3
1385,3109853,1,4,3,2,2
1386,3109899,2,1,0,9,0
1387,3109903,2,1,1,1,1
1388,3109908,2,4,2,4,1
1389,3109992,1,2,2,2,3
1390,3109997,1,1,1,4,2
1391,3109998,2,1,0,1,0
1392,3110081,2,2,2,4,3
1393,3110090,1,2,2,3,2
1394,3110175,2,1,0,1,0
1395,3110203,1,2,2,9,2
1396,3110261,1,1,1,2,1
1397,3110285,1,5,2,3,3
1398,3110294,2,4,2,3,1
1399,3110305,1,2,2,2,1
1400,3110381,2,3,1,1,0
1401,3110389,8,2,1,2,0
1402,3110408,1,2,2,9,2
1403,3110420,2,2,2,4,1
1404,3110425,1,1,1,9,1
1405,3110462,1,1,1,2,1
1406,3110479,1,1,1,2,1
1407,3110570,1,1,1,2,1
1408,3110615,1,2,2,4,2
1409,3110682,1,3,3,4,3
1410,3110759,1,1,1,1,1
1411,3110793,1,2,2,2,2
1412,3110853,2,1,0,9,0
1413,3110903,1,3,3,4,3
1414,3110951,2,1,1,2,1
1415,3110985,1,2,2,4,2
1416,3110988,1,2,2,3,2
1417,3110998,1,8,4,9,3
1418,3111063,1,2,2,4,2
1419,3111082,1,2,2,4,2
1420,3111098,1,2,1,2,1
1421,3111110,2,2,0,1,0
1422,3111125,1,2,2,4,2
1423,3111137,2,1,1,3,0
1424,3111146,1,2,2,9,2
1425,3111169,1,2,2,4,2
1426,3111170,1,3,2,2,2
1427,3111197,1,4,3,4,2
1428,3111217,2,1,1,9,1
1429,3111259,2,3,2,4,2
1430,3111269,1,4,2,4,2
1431,3111278,2,1,1,2,1
1432,3111291,2,1,1,2,1
1433,3111303,1,1,1,1,1
1434,3111316,2,1,1,1,1
1435,3111324,1,2,2,3,3
1436,3111397,2,3,2,2,1
1437,3111403,2,2,2,2,2
1438,3111444,1,2,2,4,2
1439,3111447,1,2,2,3,2
1440,3111463,1,2,2,4,2
1441,3111474,1,4,3,3,3
1442,3111551,1,1,1,2,1
1443,3111580,2,1,1,4,0
1444,3111586,2,2,2,3,2
1445,3111653,2,1,0,1,0
1446,3111686,1,1,1,9,1
1447,3111694,1,4,2,2,2
1448,3111696,1,2,2,3,3
1449,3111697,2,1,1,4,1
1450,3111717,1,2,1,4,1
1451,3111720,1,3,3,2,3
1452,3111784,2,1,1,2,1
1453,3111841,2,2,2,4,1
1454,3111843,1,2,2,4,2
1455,3111849,1,5,2,4,2
1456,3111916,1,2,2,9,2
1457,3111928,2,1,0,1,0
1458,3111942,2,1,1,4,1
1459,3111976,1,2,2,3,1
1460,3112001,1,1,1,3,1
1461,3112008,1,2,2,9,2
1462,3112019,2,1,0,2,0
1463,3112070,1,3,3,4,3
1464,3112071,1,1,1,1,1
1465,3112080,1,2,2,3,3
1466,3112081,1,2,2,2,2
1467,3112086,2,4,2,1,2
1468,3112088,1,2,2,9,2
1469,3112100,2,1,1,1,1
1470,3112102,3,1,0,1,0
1471,3112146,1,1,1,2,1
1472,3112158,1,2,2,2,1
1473,3112160,2,2,2,2,2
1474,3112239,2,4,2,2,2
1475,3112241,2,2,1,4,1
1476,3112268,1,4,2,4,2
1477,3112271,2,1,0,1,0
1478,3112281,1,4,2,4,3
1479,3112287,2,3,3,4,0
1480,3112312,2,1,1,2,0
1481,3112324,2,2,1,2,1
1482,3112357,1,1,1,1,0
1483,3112370,2,4,2,1,1
1484,3112396,2,2,2,4,0
1485,3112404,1,1,0,1,0
1486,3112411,1,3,2,4,2
1487,3112447,1,2,2,2,1
1488,3112476,1,1,1,1,1
1489,3112485,2,1,1,3,0
1490,3112498,1,4,2,4,2
1491,3112508,1,3,3,4,3
1492,3112554,1,1,1,2,2
1493,3112560,1,1,1,9,1
1494,3112580,1,3,3,2,3
1495,3112607,1,3,3,2,3
1496,3112640,1,2,2,3,2
1497,3112680,1,2,2,4,3
1498,3112691,2,1,1,9,1
1499,3112715,1,1,1,9,3
1500,3112721,2,4,2,9,2
1501,3112730,2,1,1,2,1
1502,3112776,2,1,1,1,1
1503,3112836,2,2,2,4,1
1504,3112837,2,4,2,4,2
1505,3112845,1,2,1,2,1
1506,3112856,1,2,2,4,2
1507,3112885,1,1,1,9,3
1508,3112980,2,1,1,1,1
1509,3113188,1,3,3,4,3
1510,3113190,1,3,3,9,3
1511,3113228,1,2,2,2,3
1512,3113250,1,3,3,4,2
1513,3113279,2,1,1,2,1
1514,3113293,2,1,1,9,1
1515,3113296,1,5,2,2,2
1516,3113376,1,3,3,4,3
1517,3113378,1,1,1,9,2
1518,3113398,2,1,0,1,0
1519,3113433,2,2,2,9,1
1520,3113440,2,1,0,2,0
1521,3113442,1,1,1,1,1
1522,3113493,1,1,0,2,0
1523,3113507,1,2,2,9,3
1524,3113520,2,2,2,2,2
1525,3113586,2,1,1,2,0
1526,3113588,1,3,2,3,2
1527,3113641,1,4,4,4,3
1528,3113686,2,1,1,4,0
1529,3113702,1,1,1,2,1
1530,3113736,2,1,1,1,0
1531,3113753,2,2,1,2,2
1532,3113756,2,3,1,2,0
1533,3113781,2,1,1,9,1
1534,3113814,2,1,1,1,0
1535,3113821,2,1,1,4,1
1536,3113865,2,4,2,9,1
1537,3113889,1,2,2,4,2
1538,3113924,1,2,2,3,2
1539,3113927,1,2,2,1,2
1540,3113937,1,3,2,4,3
1541,3113951,1,2,2,4,3
1542,3114012,1,2,2,4,3
1543,3114029,1,4,2,4,2
1544,3114045,1,2,2,4,3
1545,3114054,1,4,2,4,2
1546,3114075,2,1,1,2,1
1547,3114120,2,1,0,1,2
1548,3114141,2,2,2,4,1
1549,3114144,1,2,2,2,2
1550,3114187,1,2,2,9,2
1551,3114207,1,3,3,4,3
1552,3114220,1,2,1,9,3
1553,3114267,1,2,2,4,2
1554,3114287,1,2,1,1,1
1555,3114293,1,3,2,2,2
1556,3114317,1,1,1,9,1
1557,3114319,2,1,1,2,1
1558,3114348,2,1,0,1,0
1559,3114355,1,3,3,4,3
1560,3114371,1,3,2,1,1
1561,3114487,1,4,2,4,2
1562,3114492,2,1,1,3,0
1563,3114494,1,4,2,2,2
1564,3114564,1,1,1,2,1
1565,3114601,2,1,1,2,2
1566,3114615,2,1,1,1,1
1567,3114627,1,2,2,3,3
1568,3114639,2,2,1,2,1
1569,3114646,1,3,2,2,1
1570,3114676,1,2,2,4,3
1571,3114710,1,2,2,2,2
1572,3114711,1,2,2,9,3
1573,3114714,1,2,2,4,2
1574,3114729,1,4,3,4,3
1575,3114750,1,2,2,3,2
1576,3114758,1,4,2,4,2
1577,3114780,1,1,1,1,1
1578,3114790,1,2,2,9,2
1579,3114830,2,1,1,9,0
1580,3114843,1,3,2,4,2
1581,3114859,1,3,3,3,3
1582,3114932,1,2,2,4,2
1583,3114991,1,2,2,9,1
1584,3115033,1,2,2,4,3
1585,3115040,1,3,2,1,2
1586,3115053,2,2,2,3,0
1587,3115120,1,2,2,4,2
1588,3115121,1,3,2,2,2
1589,3115136,1,1,0,1,0
1590,3115176,2,1,1,1,1
1591,3115195,1,4,2,1,2
1592,3115206,2,1,1,2,1
1593,3115246,2,1,1,2,0
1594,3115249,2,1,1,3,1
1595,3115296,1,3,3,4,2
1596,3115340,2,1,1,2,1
1597,3115351,1,3,3,2,3
1598,3115355,1,2,1,2,2
1599,3115365,1,1,1,1,1
1600,3115367,1,2,2,2,1
1601,3115461,1,2,2,2,2
1602,3115467,2,1,1,1,0
1603,3115488,2,2,2,4,1
1604,3115500,2,2,2,4,1
1605,3115537,1,1,1,9,1
1606,3115539,1,1,1,4,2
1607,3115558,1,2,2,3,2
1608,3115571,2,1,0,2,0
1609,3115589,1,3,2,4,3
1610,3115628,2,2,1,9,1
1611,3115631,2,1,1,9,0
1612,3115644,1,3,3,2,3
1613,3115760,1,2,2,2,3
1614,3115781,1,3,3,3,3
1615,3115784,1,4,1,1,1
1616,3115800,1,4,2,4,2
1617,3115801,1,2,2,4,2
1618,3115805,2,1,1,1,1
1619,3115806,2,2,1,2,2
1620,3115822,2,4,2,2,2
1621,3115886,1,2,2,4,2
1622,3115924,1,2,2,4,1
1623,3115930,2,2,2,4,2
1624,3115939,1,2,2,3,3
1625,3115961,1,1,1,1,1
1626,3115977,1,1,1,4,1
1627,3115982,2,1,0,1,0
1628,3115989,2,2,2,3,1
1629,3116036,2,1,1,1,1
1630,3116098,1,2,2,3,2
1631,3116101,1,3,3,4,3
1632,3116116,2,3,2,2,1
1633,3116161,1,3,3,2,2
1634,3116166,3,1,0,1,0
1635,3116179,2,1,1,2,1
1636,3116221,1,3,2,3,2
1637,3116233,1,2,2,2,3
1638,3116246,1,3,2,4,2
1639,3116298,2,5,2,2,2
1640,3116335,1,1,1,4,2
1641,3116341,2,2,1,2,0
1642,3116343,1,6,2,1,1
1643,3116385,1,1,1,3,1
1644,3116397,1,5,2,2,2
1645,3116407,2,3,1,2,0
1646,3116423,2,1,1,1,1
1647,3116431,2,1,1,4,1
1648,3116442,1,3,3,4,3
1649,3116455,1,1,1,2,1
1650,3116507,2,1,0,1,0
1651,3116513,1,3,3,4,3
1652,3116558,1,1,1,2,2
1653,3116599,1,1,1,2,1
1654,3116606,1,5,2,2,2
1655,3116611,1,3,2,4,3
1656,3116620,1,4,2,4,2
1657,3116673,1,2,2,4,2
1658,3116717,1,2,2,4,2
1659,3116747,2,1,1,4,1
1660,3116787,2,1,1,1,0
1661,3116884,1,4,2,9,3
1662,3116910,1,2,2,9,2
1663,3116926,1,3,2,4,2
1664,3116936,1,7,2,4,2
1665,3116997,1,3,3,4,3
1666,3117056,2,4,2,4,1
1667,3117081,1,3,2,2,2
1668,3117104,2,1,1,1,0
1669,3117114,2,1,1,3,1
1670,3117137,1,2,2,9,2
1671,3117160,2,1,1,9,1
1672,3117173,2,2,2,4,1
1673,3117210,1,3,2,4,2
1674,3117226,1,3,3,4,3
1675,3117378,2,3,1,2,1
1676,3117381,2,1,0,1,0
1677,3117441,2,1,1,2,0
1678,3117517,2,1,0,1,0
1679,3117603,1,2,2,4,2
1680,3117627,1,2,2,2,2
1681,3117634,1,2,2,4,3
1682,3117641,2,1,0,1,0
1683,3117695,1,1,1,2,1
1684,3117726,1,2,1,3,1
1685,3117759,1,2,2,4,2
1686,3117763,1,4,2,4,3
1687,3117769,2,1,0,1,0
